Entity,Service Description,Price
BHM,Suture Ethibond 4-0 rb-1 3 n,"$2,086.00 "
BHM,Suture Ethibond 4-0 rb1 mx 1,$137.00 
BHM,Suture Ethibond 4-0 rb-1 x5 h,$36.00 
BHM,Suture Ethibond 4-0 v-5 x9 h,$50.00 
BHM,Suture Ethibond 5-0 x2 h,$63.00 
BHM,Suture Ethibond ct-2 cx d,$98.00 
BHM,Suture Ethibond exc 4-0 x8 h,$24.00 
BHM,Suture Ethibond exce 3-o x5 2,$36.00 
BHM,Suture Ethibond exce 3-o x5 8,$47.00 
BHM,Suture Ethibond exce oct1cx d,$100.00 
BHM,Suture Ethibond exce2v-37mx g,$136.00 
BHM,Suture Ethibond exce5v-40mb g,$151.00 
BHM,Suture Ethibond excel 1 x,$103.00 
BHM,Suture Ethibond excel o c 2,$15.00 
BHM,Suture Ethicon 1 ctx c5 d,$97.00 
BHM,Suture Ethicon 4-0 psl 5 h,$35.00 
BHM,Suture Ethicon 5-0 ps3 16 h,$35.00 
BHM,Suture ethiln 8- 0 v1303 28 g,$153.00 
BHM,Suture ethiln 9-0 bv1305 28 g,$135.00 
BHM,Suture Ethilon 0 ct l8 t,$31.00 
BHM,Suture Ethilon 0 ct1 d3 7,$247.00 
BHM,Suture Ethilon 0 tp-1 l 0,$31.00 
BHM,Suture Ethilon 1 ctx 8 h,$14.00 
BHM,Suture Ethilon 1 tp1 8 g,$26.00 
BHM,Suture Ethilon 10-0 - 90 g,$121.00 
BHM,Suture Ethilon 10-0 90 g,$177.00 
BHM,Suture Ethilon 10-0 bv75 28 1,$231.00 
BHM,Suture Ethilon 10-0 bv75 28 2,$213.00 
BHM,Suture Ethilon 10-0cs160 90 g,$143.00 
BHM,Suture Ethilon 2 lr 20 4 g,$25.00 
BHM,Suture Ethilon 2 lr 4 t,$33.00 
BHM,Suture Ethilon 2 tp-1 8 g,$30.00 
BHM,Suture Ethilon 2-0 ct1 d3 6,$319.00 
BHM,Suture Ethilon 2-0 fs 6 h,$17.00 
BHM,Suture Ethilon 2-0 fslx 16 h,$18.00 
BHM,Suture Ethilon 2-0 ps2 18 5 h,$34.00 
BHM,Suture Ethilon 2-0 pslx 16 h,$35.00 
BHM,Suture Ethilon 2-o ks 6 h,$18.00 
BHM,Suture Ethilon 2-o ps 5 h,$34.00 
BHM,Suture Ethilon 3-0 fs1 30 6 h,$17.00 
BHM,Suture Ethilon 3-0 fs1 6 h,$17.00 
BHM,Suture Ethilon 3-0 lx 16 h,$18.00 
BHM,Suture Ethilon 3-0 ps1 16 g,$38.00 
BHM,Suture Ethilon 3-0 ps116 h,$38.00 
BHM,Suture Ethilon 3-0 ps2 16 h,$34.00 
BHM,Suture Ethilon 3-0 pslx 16 h,$35.00 
BHM,Suture Ethilon 3-o ks 6 h,$18.00 
BHM,Suture Ethilon 3-o pc-5 18 g,$38.00 
BHM,Suture Ethilon 4-0 fs1 16 h,$18.00 
BHM,Suture Ethilon 4-0 p3 6 g,$36.00 
BHM,Suture Ethilon 4-0 pc1 19 g,$38.00 
BHM,Suture Ethilon 4-0 pc3 18 g,$38.00 
BHM,Suture Ethilon 4-0 pc5 19 g,$38.00 
BHM,Suture Ethilon 4-0 ps2 16 h,$35.00 
BHM,Suture Ethilon 4-0 ps4 16 g,$35.00 
BHM,Suture Ethilon 4-0ps2 cr 16 g,$35.00 
BHM,Suture Ethilon 4-o ks 6 h,$3.00 
BHM,Suture Ethilon 4-o p-3 6 g,$38.00 
BHM,Suture Ethilon 4-o p-3 6 h,$36.00 
BHM,Suture Ethilon 4-o pc-5 18 g,$38.00 
BHM,Suture Ethilon 4-o ps-2 16 g,$35.00 
BHM,Suture Ethilon 5-0 fs2 18 6 g,$18.00 
BHM,Suture Ethilon 5-0 fs2 6 h,$18.00 
BHM,Suture Ethilon 5-0 p3 18 6 g,$32.00 
BHM,Suture Ethilon 5-0 p-3 6 h,$32.00 
BHM,Suture Ethilon 5-0 pc1 18 g,$38.00 
BHM,Suture Ethilon 5-0 pc1 19 g,$38.00 
BHM,Suture Ethilon 5-0 pc3 19 g,$38.00 
BHM,Suture Ethilon 5-0 pc5 8 g,$38.00 
BHM,Suture Ethilon 5-0 ps2 16 h,$35.00 
BHM,Suture Ethilon 5-0 rd1 7 g,$113.00 
BHM,Suture Ethilon 5-0 s22 17 g,$116.00 
BHM,Suture Ethilon 5-0 s-24 77 g,$113.00 
BHM,Suture Ethilon 5-0p3 clr 6 g,$38.00 
BHM,Suture Ethilon 5-o pc-3 18 g,$38.00 
BHM,Suture Ethilon 6-0 p1 18 6 g,$37.00 
BHM,Suture Ethilon 6-0 p3 6 g,$39.00 
BHM,Suture Ethilon 6-0 p3 bl 16 g,$33.00 
BHM,Suture Ethilon 6-0 pc1 19 g,$39.00 
BHM,Suture Ethilon 6-0 pc3 18 g,$39.00 
BHM,Suture Ethilon 6-0 ps-3 16 g,$33.00 
BHM,Suture Ethilon 6-0p1 blk 6 h,$37.00 
BHM,Suture Ethilon 7-0 p1 16 g,$40.00 
BHM,Suture Ethilon 7-0 p-6 16 g,$34.00 
BHM,Suture Ethilon 8-0 bv130 28 g,$138.00 
BHM,Suture Ethilon 8-0 mono 90 g,$135.00 
BHM,Suture Ethilon 8-0 tg100 17 g,$111.00 
BHM,Suture Ethilon 8-0bv1305 28 g,$135.00 
BHM,Suture Ethilon 9-0 cs140 90 g,$170.00 
BHM,Suture Ethilon 9-0 cs160 90 g,$170.00 
BHM,Suture Ethilon 9-0 cs175 90 g,$135.00 
BHM,Suture Ethilon 9-o bv100 28 g,$198.00 
BHM,Suture fiber 2-0 30cm ar7 2,$395.00 
BHM,Suture fiber 30 ndl 15ar722 1,$203.00 
BHM,Suture fiber 38 ndl 22.2ar7 0,$203.00 
BHM,Suture fiber 38in 3910900 1,$195.00 
BHM,Suture fiber 40 ndl ar723 1,$203.00 
BHM,Suture fiberwir w ndl 5 ar7 1,$374.00 
BHM,Suture flowport ii cat01 5,$216.00 
BHM,Suture forcefiber sz2 cat01 6,$216.00 
BHM,Suture Gore cv-2 thx-26 2n b,$229.00 
BHM,Suture Gore cv4 tt-17 4n a,$218.00 
BHM,Suture goretx cv5 db arm 5n a,$308.00 
BHM,Suture gortex cv2 cs65 2m a,$263.00 
BHM,Suture Gortex cv-2 ph24 2n b,$240.00 
BHM,Suture Gortex cv2 th-26 2u b,$259.00 
BHM,Suture Gortex cv-3 th-26 3n b,$646.00 
BHM,Suture gortex cv-4 ph17 4n b,$225.00 
BHM,Suture Gortex cv4 th-18 4u a,$259.00 
BHM,Suture Gortex cv6 thc-13 6m b,$247.00 
BHM,Suture holdr/saver kit c6 0,$302.00 
BHM,Suture hook ar50 h,"$3,851.00 "
BHM,Suture LameLas e pack 62 e,"$4,389.00 "
BHM,Suture Laso micro strg ar8 3,"$1,379.00 "
BHM,Suture lass25d crvd ar60682 r,"$1,576.00 "
BHM,Suture Lasso 25d Lt ar40682 L,"$1,379.00 "
BHM,Suture Lasso 25d rt ar40682 r,"$1,379.00 "
BHM,Suture Lasso 30deg sd ar406 0,"$1,379.00 "
BHM,Suture Lasso 45d cur ar4068 L,"$1,379.00 "
BHM,Suture Lasso 45d cur ar4068 r,"$1,379.00 "
BHM,Suture lasso 45d rt ar6068 r,"$1,576.00 "
BHM,Suture lasso 70d major ar8 1,"$1,379.00 "
BHM,Suture Lasso 70d major ar8 2,"$1,379.00 "
BHM,Suture Lasso 70d short ar8 4,"$1,379.00 "
BHM,Suture lasso 90 curv ar4068 l,"$1,309.00 "
BHM,Suture lasso 90d strg ar606 0,"$1,576.00 "
BHM,Suture Lasso anchor ar4065 r,$598.00 
BHM,Suture lasso arthx ar4068 r,"$1,379.00 "
BHM,Suture lasso arthx ar60 c,"$1,576.00 "
BHM,Suture lasso crvd shrt ar40 b,"$1,281.00 "
BHM,Suture Lasso Loop 45d ar40 w,"$1,281.00 "
BHM,Suture Lasso Loop90d ar4065 w,"$1,281.00 "
BHM,Suture Lasso sd 90d ar406 0,"$1,379.00 "
BHM,Suture Lasso sd crescn ar40 c,"$1,379.00 "
BHM,Suture loop 1.5in braid ar7 5,$508.00 
BHM,Suture loop gforce 86ps1 0,"$2,039.00 "
BHM,Suture Maxbraid cobra2 9003 1,$270.00 
BHM,Suture Maxxon 2 grn 8886639 3,$416.00 
BHM,Suture mender arthosco7210 2,"$1,345.00 "
BHM,Suture Mersilene 4-0 17 g,$124.00 
BHM,Suture Mersilene 4-0 fs2 r6 h,$20.00 
BHM,Suture Mersilene 4-0 p3 r6 g,$34.00 
BHM,Suture Mersilene 5-0 s24 17 g,$116.00 
BHM,Suture Mersilene 5MM bp r 0,$139.00 
BHM,Suture Mersilene 5MM bp-1 r 1,$140.00 
BHM,Suture Mersilene 6-0 s1417 g,$124.00 
BHM,Suture Mersilene Mo-4 5MM r 3,$149.00 
BHM,Suture Mersilene ob ctx r 2,$266.00 
BHM,Suture mesh soft 3x6 sp i,"$1,577.00 "
BHM,Suture Monocrl+ud ct-1 mcp9 1,$24.00 
BHM,Suture Monocrl+ud ct-1 mcp9 2,$23.00 
BHM,Suture Monocryl 0 ct-1 y3 1,$20.00 
BHM,Suture Monocryl 0 ct-1 y3 2,$22.00 
BHM,Suture Monocryl 0 ctx y3 h,$22.00 
BHM,Suture Monocryl 0 Mo4 y7 d,$171.00 
BHM,Suture Monocryl 0 y9 g,$49.00 
BHM,Suture Monocryl 1 ct1 u y9 h,$22.00 
BHM,Suture Monocryl 1 ct-1 y3 h,$22.00 
BHM,Suture Monocryl 1 ct1 yy g,$71.00 
BHM,Suture Monocryl 1 ct-2 y3 h,$20.00 
BHM,Suture Monocryl 1 ctx y3 h,$22.00 
BHM,Suture monocryl 2-0 ct y3 1,$19.00 
BHM,Suture Monocryl 2-0 ct y3 2,$18.00 
BHM,Suture Monocryl 2-0 ct1 y3 h,$19.00 
BHM,Suture Monocryl 2-0 ct1 y9 h,$21.00 
BHM,Suture Monocryl 2-0 ctx y3 h,$20.00 
BHM,Suture Monocryl 2-0 pak y9 g,$49.00 
BHM,Suture Monocryl 2-0 sh y7 h,$21.00 
BHM,Suture Monocryl 2-o sh y4 h,$19.00 
BHM,Suture Monocryl 3-0 ks y5 h,$30.00 
BHM,Suture Monocryl 3-0 ps1 y9 h,$54.00 
BHM,Suture Monocryl 3-0 ps-2 y4 h,$45.00 
BHM,Suture Monocryl 3-0 rb1 y2 h,$20.00 
BHM,Suture Monocryl 3-0 rb1 y3 h,$20.00 
BHM,Suture Monocryl 3-0 sh y3 h,$19.00 
BHM,Suture Monocryl 3-0 ur6 y6 h,$22.00 
BHM,Suture Monocryl 3-o ct-1 y9 h,$21.00 
BHM,Suture Monocryl 3-o sh y4 h,$19.00 
BHM,Suture Monocryl 3-ops-2 y-4 g,$49.00 
BHM,Suture monocryl 4-0 27in y2 h,$19.00 
BHM,Suture Monocryl 4-0 ps-1 y9 h,$54.00 
BHM,Suture Monocryl 4-0 ps2 y4 g,$50.00 
BHM,Suture Monocryl 4-0 sh u y4 h,$19.00 
BHM,Suture monocryl 4-0 sxmp1b 6,$331.00 
BHM,Suture Monocryl 4-o p-3 y4 g,$53.00 
BHM,Suture Monocryl 4-o pc-5 y8 g,$49.00 
BHM,Suture Monocryl 4-o ps-2 y4 h,$51.00 
BHM,Suture Monocryl 5-0 p3 y4 g,$54.00 
BHM,Suture Monocryl 5-0 ps2 y4 g,$50.00 
BHM,Suture Monocryl 5-o pc-3 y8 g,$54.00 
BHM,Suture Monocryl 5-o pc-5 y8 g,$49.00 
BHM,Suture Monocryl 6-0 p-1 y4 g,$55.00 
BHM,Suture Monocryl 6-0 p-3 y4 g,$55.00 
BHM,Suture Monocryl 6-o pc-1 y8 g,$49.00 
BHM,Suture Monocryl o ct-1 y9 h,$20.00 
BHM,Suture Monocryl o ct-1 yy g,$71.00 
BHM,Suture Monocryl o ur-6 y6 h,$22.00 
BHM,Suture Monocryl pl ps1 pdp4 g,$63.00 
BHM,Suture Monocryl pl ps2 pdp4 g,$55.00 
BHM,Suture Monocryl pls 3-0mcp4 h,$21.00 
BHM,Suture Monocryl pls 4-0mcp3 h,$24.00 
BHM,Suture Monocryl ps1 3-0mcp9 h,$62.00 
BHM,Suture Monocryl+3-0 mcp3 h,$21.00 
BHM,Suture Monocryl+ct1 2-0pdp3 h,$26.00 
BHM,Suture Monocryl+p-3 5-0cp4 g,$62.00 
BHM,Suture Monocryl+p3 6-0 mcp4 g,$63.00 
BHM,Suture Monocryl+ps2 3-0mcp4 g,$57.00 
BHM,Suture Monocryl+ps-2 4-0cp4 h,$59.00 
BHM,Suture Monocryl+ps2 4-0mcp4 g,$57.00 
BHM,Suture Monocryl+ps2 4-0pd49 g,$59.00 
BHM,Suture Monocryl+ps-2 5-0cp4 g,$58.00 
BHM,Suture Monocryl+vio ct1pdp3 h,$26.00 
BHM,Suture Monodr 20 18mm ya10 q,$120.00 
BHM,Suture Monodr 2-0 18mm ya10 q,$156.00 
BHM,Suture monodr 2-0 70mm ya10 q,$213.00 
BHM,Suture Monodr 30 18mm ya10 q,$149.00 
BHM,Suture Monodr 3-0 18mm ya10 q,$156.00 
BHM,Suture Nuralon 4-0 rb-1 c5 d,$116.00 
BHM,Suture Nurolon 1 ct-1 cr c5 d,$97.00 
BHM,Suture Nurolon 4-0 tf cr c5 d,$133.00 
BHM,Suture Nurolon mo6 c5 d,$108.00 
BHM,Suture Nylon 2-0 blk c5 d,$114.00 
BHM,Suture o Capio 833- 4,$384.00 
BHM,Suture pack mitral valve 75 e,"$4,209.00 "
BHM,Suture pass ocl ar7715 5,"$6,776.00 "
BHM,Suture passer 2.75mm ar11 1,"$9,870.00 "
BHM,Suture passer 2.75mm ar11 2,"$9,870.00 "
BHM,Suture passer worm ar1 8,"$2,019.00 "
BHM,Suture pdo 0 mh14x14 sxpd2b 7,$267.00 
BHM,Suture pdo 0 mh24x24 sxpd2b 8,$202.00 
BHM,Suture pdo 0 mh36x36 sxpd2b 2,$214.00 
BHM,Suture pdo 0 sh10x10 sxpd2b 3,$288.00 
BHM,Suture pdo 0 sh14x14 sxpd2b 4,$288.00 
BHM,Suture pdo 1 fs sxpd2b 5,$222.00 
BHM,Suture pdo 1 mh30x30 sxpd2b 1,$217.00 
BHM,Suture PDO 20 18mm ra10 q,$149.00 
BHM,Suture PDO 2-0 18x24 ra10 q,$187.00 
BHM,Suture pdo 2-0 fs sxpd2b 7,$176.00 
BHM,Suture pdo 2-0 fs sxpd2b 9,$213.00 
BHM,Suture PDO 3-0 18x14 ra10 q,$149.00 
BHM,Suture PDO 3-0 18x24 ra10 q,$187.00 
BHM,Suture PDO 3-0 18x7 ra10 q,$115.00 
BHM,Suture pdo 3-0 fs-2 sxpd2b 3,$168.00 
BHM,Suture pdo 3-0 fs-3 sxpd2b 2,$126.00 
BHM,Suture PDO 4-0 18x7 ra10 q,$115.00 
BHM,Suture pdo 4-0 fs-4 sxpd2b 1,$126.00 
BHM,Suture PDO qll 45x45mm ra20 q,$228.00 
BHM,Suture pdo2 ctx36x36 sxpd2b 5,$211.00 
BHM,Suture pds 0 ct-1 15 sxpp1b 6,$327.00 
BHM,Suture pds 0 ct-1 30 sxpp1b 0,$280.00 
BHM,Suture pds 0 ct-1 45 sxpp1a 1,$216.00 
BHM,Suture pds 0 ct-2 45 sxpp1a 7,$192.00 
BHM,Suture pds 0 ctx 45 sxpp1a 2,$218.00 
BHM,Suture pds 1 ctx 45 sxpp1a 0,$218.00 
BHM,Suture pds 2-0 15cm m00521 1,$326.00 
BHM,Suture pds 2-0 ct-1 sxmp1b 3,$207.00 
BHM,Suture pds 2-0 ct-1 sxpp1b 1,$273.00 
BHM,Suture pds 2-0 ct-1 sxpp1b 6,$278.00 
BHM,Suture pds 3-0 15cm sxpp1b 0,$327.00 
BHM,Suture PDS 3-0 ps-2 sxpp1b 5,$191.00 
BHM,Suture PDS 3-0 ps-2 sxpp1b 6,$330.00 
BHM,Suture PDS 4-0 ps-2 sxpp1b 3,$191.00 
BHM,Suture PDS 4-0 ps-2 sxpp1b 4,$331.00 
BHM,Suture pds 5-0 ii rb-1 z3 h,$24.00 
BHM,Suture PDS II 0 cp-2 z9 h,$29.00 
BHM,Suture PDS II 0 ct z3 h,$24.00 
BHM,Suture PDS II 0 ct1 cr z7 d,$173.00 
BHM,Suture PDS II 0 ct1 z3 h,$24.00 
BHM,Suture PDS II 0 endoknt zk g,$260.00 
BHM,Suture PDS II 0 endoloop ez g,$337.00 
BHM,Suture PDS II 0 vil mono z5 g,$40.00 
BHM,Suture PDS II 0ctx pds2 z3 t,$24.00 
BHM,Suture PDS II 1 cp-1 z4 h,$26.00 
BHM,Suture PDS II 1 ct z3 t,$25.00 
BHM,Suture PDS II 1 ct1 z3 h,$25.00 
BHM,Suture PDS II 1 ct-2 z3 h,$23.00 
BHM,Suture PDS II 1 ctx z3 t,$26.00 
BHM,Suture PDS II 1 tp-1 z8 g,$44.00 
BHM,Suture PDS II 2-0 cp-1 z4 h,$25.00 
BHM,Suture PDS II 2-0 cp-2 z9 h,$26.00 
BHM,Suture PDS II 2-0 ct1 z3 h,$22.00 
BHM,Suture PDS II 2-0 ps-1 z9 h,$33.00 
BHM,Suture PDS II 2-0 sh z3 h,$23.00 
BHM,Suture PDS II 2-0 str 10 z9 g,$157.00 
BHM,Suture PDS II 2-0 vlt z7 d,$169.00 
BHM,Suture PDS II 3-0 ct1 z3 h,$24.00 
BHM,Suture PDS II 3-0 rb1 z3 h,$25.00 
BHM,Suture PDS II 3-0 sh vl z3 h,$23.00 
BHM,Suture PDS II 3-o ps-2 z4 g,$48.00 
BHM,Suture PDS II 4-0 p3 z4 g,$48.00 
BHM,Suture PDS II 4-0 rb1 z3 h,$22.00 
BHM,Suture PDS II 4-0 sh z3 h,$26.00 
BHM,Suture PDS II 4-0 st4 da z4 g,$44.00 
BHM,Suture PDS II 4-o ps-2 z4 g,$51.00 
BHM,Suture PDS II 5-o p-3 z4 g,$51.00 
BHM,Suture PDS II 5-o ps-2 z4 g,$51.00 
BHM,Suture PDS II 6-0 bv 30 z1 h,$109.00 
BHM,Suture PDS II mono 1.5 cir6 n,$48.00 
BHM,Suture PDS II o ct-1 z3 h,$22.00 
BHM,Suture PDS II sz 1 d8 0,$436.00 
BHM,Suture PDS ll 2-0 ct-2 z3 h,$24.00 
BHM,Suture PDS pls 0 ct1 pdp3 h,$28.00 
BHM,Suture PDS pls 4-0 p3 pdp 5 g,$59.00 
BHM,Suture PDS pls 5-0 p3 pdp 4 g,$59.00 
BHM,Suture PDS sz1 60in v37 d97 a,$341.00 
BHM,Suture PDS UND m1 90cm d9 7,$440.00 
BHM,Suture PDS+ vlt tp-1 1pdp88 a,$51.00 
BHM,Suture PDS+ps2 4-0 pdp3 t,$30.00 
BHM,Suture pds2-0 ct1 45 sxpp1a 3,$209.00 
BHM,Suture pds2-0 ct2 45 sxpp1a 8,$227.00 
BHM,Suture PDSII 1 ct-1 z 1,$171.00 
BHM,Suture PDSII 1 tp-1 z8 g,$39.00 
BHM,Suture PDSII 6-0vio 27monz4 h,$30.00 
BHM,Suture PDSII o ct 36in z3 t,$24.00 
BHM,Suture pga 0 fs sxmd2b 4,$185.00 
BHM,Suture pga 2-0 30x30 sxmd2b 0,$216.00 
BHM,Suture pga 2-0 30x30 sxmd2b 2,$230.00 
BHM,Suture pga 2-0 fs-2 sxmd2b 4,$125.00 
BHM,Suture pga 2-0 fs-2 sxmd2b 6,$178.00 
BHM,Suture pga 3-0 14x14 sxmd2b 7,$182.00 
BHM,Suture pga 3-0 30x30 sxmd2b 0,$233.00 
BHM,Suture pga 3-0 30x30 sxmd2b 9,$234.00 
BHM,Suture pga 3-0 fs-2 sxmd2b 5,$141.00 
BHM,Suture Plain 0 54 ligapk l1 g,$30.00 
BHM,Suture Plain 0 fn2 n8 h,$26.00 
BHM,Suture plain 1 ties s1 h,$27.00 
BHM,Suture Plain 2-0 cp-1 8 h,$28.00 
BHM,Suture Plain 2-0 ct 8 h,$26.00 
BHM,Suture Plain 2-0 ligapak l1 g,$31.00 
BHM,Suture Plain 2-0 stand s1 h,$28.00 
BHM,Suture Plain 2-o ct-1 8 h,$25.00 
BHM,Suture Plain 3-0 ct 8 h,$26.00 
BHM,Suture Plain 3-0 ctx 8 h,$26.00 
BHM,Suture Plain 3-0 fs1h8 h,$28.00 
BHM,Suture Plain 3-0 fs2 h8 h,$27.00 
BHM,Suture Plain 3-0 ps-1 16 h,$52.00 
BHM,Suture Plain 3-0 ps-2 16 h,$52.00 
BHM,Suture Plain 3-0 sutpak s t,$131.00 
BHM,Suture Plain 3-0 xlh t,$81.00 
BHM,Suture Plain 3-o ct-1 8 h,$26.00 
BHM,Suture Plain 3-o sh g3 h,$26.00 
BHM,Suture Plain 4-0 p3 16 g,$52.00 
BHM,Suture Plain 4-0 sc-1 1818 h,$53.00 
BHM,Suture Plain 4-o ps-2 16 g,$163.00 
BHM,Suture Plain 5-0 fs2 h8 g,$28.00 
BHM,Suture Plain 5-0 p3 18in 6 g,$52.00 
BHM,Suture Plain 5-o pc-1 19 g,$58.00 
BHM,Suture Plain 5-o ps-3 16 g,$60.00 
BHM,Suture Plain 6-0 g1 7 g,$136.00 
BHM,Suture Plain 6-0 g-1opht 7 g,$74.00 
BHM,Suture Plain 6-0 pc1 18 19 g,$58.00 
BHM,Suture Plain 6-0 tg140-8 17 g,$185.00 
BHM,Suture Plain gut 3-o reel l 2,$30.00 
BHM,Suture Plain o ties s1 h,$25.00 
BHM,Suture Prolene 0 ctbx Pb h,$25.00 
BHM,Suture Prolene 0 ctx 84 h,$21.00 
BHM,Suture Prolene 0 ctx c8 g,$133.00 
BHM,Suture Prolene 0 mo7 cr c8 g,$134.00 
BHM,Suture Prolene 0 mono 30 d6 1,"$1,118.00 "
BHM,Suture Prolene 1 ct 84 h,$22.00 
BHM,Suture Prolene 1 ct-1 84 h,$22.00 
BHM,Suture Prolene 1 ctx 84 h,$21.00 
BHM,Suture Prolene 10-0 1713g o t,$169.00 
BHM,Suture Prolene 10-0 ctc6 90 g,$221.00 
BHM,Suture Prolene 10-0 tg14 17 g,$168.00 
BHM,Suture Prolene 10-o cif-4 7 g,$202.00 
BHM,Suture Prolene 2 tP1 88 g,$40.00 
BHM,Suture Prolene 2-0 c2 cr c8 g,$133.00 
BHM,Suture Prolene 2-0 ct 84 h,$22.00 
BHM,Suture Prolene 2-0 ct-1 84 h,$22.00 
BHM,Suture Prolene 2-0 ct-1 c8 g,$133.00 
BHM,Suture Prolene 2-0 ct-2 84 h,$22.00 
BHM,Suture Prolene 2-0 fs 86 h,$24.00 
BHM,Suture Prolene 2-0 ks 86 h,$28.00 
BHM,Suture Prolene 2-0 mh 88 1,$51.00 
BHM,Suture Prolene 2-0 mh 88 2,$53.00 
BHM,Suture Prolene 2-0 rb1 85 h,$51.00 
BHM,Suture Prolene 2-0 sh 88 h,$29.00 
BHM,Suture Prolene 2-0 sh sh 85 h,$54.00 
BHM,Suture Prolene 2-0sh 36 85 h,$51.00 
BHM,Suture Prolene 3-0 ct-2 84 h,$22.00 
BHM,Suture Prolene 3-0 fs2 86 g,$25.00 
BHM,Suture Prolene 3-0 fsl 86 h,$28.00 
BHM,Suture Prolene 3-0 Pledg d9 7,$582.00 
BHM,Suture Prolene 3-0 Ps1 86 g,$49.00 
BHM,Suture Prolene 3-0 Ps2 86 h,$49.00 
BHM,Suture Prolene 3-0 rb195 h,$76.00 
BHM,Suture Prolene 3-0 sh 36 85 h,$52.00 
BHM,Suture Prolene 3-0 sh 85 h,$54.00 
BHM,Suture Prolene 3-0ks 86 h,$28.00 
BHM,Suture Prolene 3-0mh 88 h,$51.00 
BHM,Suture Prolene 3-o ct-1 84 h,$23.00 
BHM,Suture Prolene 3-o rb-1 85 h,$52.00 
BHM,Suture Prolene 3-o sh 88 h,$30.00 
BHM,Suture Prolene 4.0 Ps-3 86 g,$50.00 
BHM,Suture Prolene 4-0 bb 85 h,$54.00 
BHM,Suture Prolene 4-0 c1 hs 97 h,$211.00 
BHM,Suture Prolene 4-0 P3 cl 8 g,$53.00 
BHM,Suture Prolene 4-0 Pc3 86 g,$53.00 
BHM,Suture Prolene 4-0 Pc5 86 g,$53.00 
BHM,Suture Prolene 4-0 Ps2 86 g,$50.00 
BHM,Suture Prolene 4-0 Ps2 86 h,$50.00 
BHM,Suture Prolene 4-0 Ps4 86 g,$50.00 
BHM,Suture Prolene 4-0 rb1 d7 9,$530.00 
BHM,Suture Prolene 4-0 rb-2 d7 0,$333.00 
BHM,Suture Prolene 4-0 sh 36 85 h,$52.00 
BHM,Suture Prolene 4-0 sh 88 h,$30.00 
BHM,Suture Prolene 4-0 sh d7 8,$530.00 
BHM,Suture Prolene 4-0Ps5 86 g,$55.00 
BHM,Suture Prolene 4-o rb-1 85 h,$52.00 
BHM,Suture prolene 5-0 blue 82 1,$7.00 
BHM,Suture Prolene 5-0 bv1 97 2,$213.00 
BHM,Suture Prolene 5-0 c-1 m8 3,$511.00 
BHM,Suture Prolene 5-0 c187 4,$131.00 
BHM,Suture Prolene 5-0 c1vb2 83 5,$142.00 
BHM,Suture Prolene 5-0 cc1 87 6,$155.00 
BHM,Suture Prolene 5-0 cc14 m8 7,$598.00 
BHM,Suture Prolene 5-0 fs-2 86 8,$25.00 
BHM,Suture Prolene 5-0 hs7bv186 9,$56.00 
BHM,Suture Prolene 5-0 P-3 86 10,$53.00 
BHM,Suture Prolene 5-0 P-3 86 11,$43.00 
BHM,Suture Prolene 5-0 Pc1 86 12,$54.00 
BHM,Suture Prolene 5-0 Pc3 86 13,$54.00 
BHM,Suture Prolene 5-0 Pc5 86 14,$54.00 
BHM,Suture Prolene 5-0 Ps2 86 15,$40.00 
BHM,Suture Prolene 5-0 rb-185 16,$52.00 
BHM,Suture Prolene 5-0 rb2 87 17,$52.00 
BHM,Suture Prolene 5-0c-1 87 18,$132.00 
BHM,Suture Prolene 5-0rb2 18 87 19,$50.00 
BHM,Suture prolene 5-0rb30in m8 20,$198.00 
BHM,Suture Prolene 5-o rb-1 85 21,$53.00 
BHM,Suture prolene 6-0 blue 86 1,$13.00 
BHM,Suture Prolene 6-0 bv1 87 2,$157.00 
BHM,Suture Prolene 6-0 bv1 88 3,$153.00 
BHM,Suture Prolene 6-0 bvi 88 4,$157.00 
BHM,Suture Prolene 6-0 c1 87 5,$139.00 
BHM,Suture Prolene 6-0 c1 87 6,$139.00 
BHM,Suture Prolene 6-0 c-1 87 7,$139.00 
BHM,Suture Prolene 6-0 c1 vb 83 8,$140.00 
BHM,Suture Prolene 6-0 cc1 4 m8 9,$396.00 
BHM,Suture Prolene 6-0 cc1 87 10,$161.00 
BHM,Suture Prolene 6-0 ct -1 m8 11,$541.00 
BHM,Suture prolene 6-0 ep ep87 12,$147.00 
BHM,Suture Prolene 6-0 multi m8 13,$516.00 
BHM,Suture Prolene 6-0 P1 18 86 14,$54.00 
BHM,Suture Prolene 6-0 P3 18 86 15,$54.00 
BHM,Suture Prolene 6-0 P-3cl 86 16,$55.00 
BHM,Suture Prolene 6-0 Pc1 86 17,$55.00 
BHM,Suture Prolene 6-0 Pc3 86 18,$55.00 
BHM,Suture Prolene 6-0 rb-2 87 19,$52.00 
BHM,Suture prolene 6-0rb epm8 20,$568.00 
BHM,Suture Prolene 6-o rb-2 87 21,$53.00 
BHM,Suture Prolene 7-0 bv1 4 m8 1,$419.00 
BHM,Suture Prolene 7-0 bv1 87 2,$162.00 
BHM,Suture Prolene 7-0 bv1 87 3,$162.00 
BHM,Suture Prolene 7-0 bv1 m8 4,$612.00 
BHM,Suture Prolene 7-0 bv175 m8 5,$870.00 
BHM,Suture prolene 7-0 ep ep87 6,$263.00 
